"2025-01-17","Difsys Supply of UTP Lan Cable","CMRP25010011","0","Digitally Intelligent Facility Systems, Inc.","Automation","IT","Manufacturing","OTHERS","2025-01-13","2025-01-20","GO","NSG","NSG","SubCon","Submitted","2025-01-20","25","25378.89","OP30","","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","","fe1a3547-c173-44c6-91ae-11e5a5da4371",""
"2025-01-17","MRT7 Station 9 VO (additional devices)","CMRP25010009","1","Archipelago Builders Corporation","Electrification","ACS","Buildings","CONSTRUCTION","2025-01-17","2025-01-20","GO","CBD","NSG","SE","Submitted","2025-08-12","20","1923352.54","OP60","","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","Ongoing discussion w/ Management","bba1456d-df4f-4303-9603-ba4f9f7ffa1c",""
"2025-01-17","FCF Minerals Supply of Siemens MCCB","","","FCF Minerals Corporation","Automation","PLC / SCADA","Manufacturing","UTILITIES","2025-01-16","","DECLINE","NSG","NSG","NSG","","","","","","","","","5-New Account, No Champion","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","01/20/2025: For Client Approval, submitted clarification 01/23/2025: Not Responsive | Declined Supply Opps","5d5d2be4-4716-41e6-8b4e-2cd2dffc69c2",""
"2025-01-18","UEO1 Walkthrough Metal Detectors","CMRP25010019","0","Megaworld","Electrification","EE & AUX","Buildings","CONSTRUCTION","2025-01-17","2025-01-21","GO","CBD","RJR","CBG","Submitted","","19","404933.04","LOST","2025-02-01","Commercial Offer Optimization","Overstimation of costs","","","","","","Jan20: -waiting for PDX quotation","bc3645fc-53f3-439e-9f4f-e79e81664269",""
"2025-01-18","LA CARLOTA Distillation FDAS PM & Gas Detector & Alarm Inst'n PR No. 1200007856","CMRP","","URC SURE","Electrification","FDAS","Manufacturing","MANUFACTURING","2025-01-18","2025-01-25","DECLINE","JMO","","","","","","","","2025-01-01","","","2-Existing account with No Orders","5 -Need External Resource","2 -Non Core for Subcon","7 -Urgent","5 -Limited","","b135e14b-4f08-4646-ab3b-f3ae61cc671f",""
"2025-01-18","LA CARLOTA Distillery Rehabilitation & Centralization of 7-Zones FDAS","CMRP","","URC SURE","Electrification","FDAS","Manufacturing","MANUFACTURING","2025-01-18","2025-01-25","DECLINE","JMO","","","","","","","","2025-01-01","","","2-Existing account with No Orders","5 -Need External Resource","2 -Non Core for Subcon","7 -Urgent","5 -Limited","","484f21b6-308b-43f4-a96f-f363db2ff692",""
"2025-01-18","Project Pylon Auxiliary","","","Wiz Winner Inc. /Monde","Electrification","EE & AUX","Manufacturing","MANUFACTURING","2025-01-18","2025-01-29","DECLINE","LOS","MMR","MMR","","","","","","","","","","","","","","","5b9a3104-162b-40d9-9a04-94b187b80409",""
"2025-01-20","NCC ECC Design, Supply, Installation and Commissioning of FDAS and Fire Suppression using Water Deluge System in Substation 1 and 2: 6 x 25 MVA Power Transformer.","CMRP25","","NCC","Electrification","FDAS","Manufacturing","CEMENT","2025-01-16","","PENDING","LOS","CBG","SubCon","Submitted","","","","","","","","","","","","","Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian","a9023438-f938-42d3-9c91-0bf18118f25e",""
"2025-03-31","NCC Supply of Link Box and Profibus DP Connector","CMRP25030128","2","NCC","Electrification","ELECTRICAL","Manufacturing","CEMENT","2025-03-26","2025-03-26","GO","NSG","RJR","NSG","Submitted","2025-04-02","18","1761077.25","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Focus Business","10 -Reasonable Time","10 -Complete","","2cbdb1f9-3865-49e5-91ea-d780df4e5b2d",""
"2025-01-20","NCC ECC Design, Supply, Install & Commission FDAS in Substation 1 & 2 Switchgear Room","","","NCC","Electrification","FDAS","Manufacturing","CEMENT","2025-01-16","","GO","LOS","CBG","SubCon","Submitted","2025-03-18","18","2676886.68","OP30","","","","","","","","","Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian","394c7fe3-8ae8-42a6-8240-b2e1299d99bd",""
"2025-01-20","URC Cal Rewinding of 3 Induction Motors PR 1000123808","CMRP","","URC BCFG","Electrification","ELECTRICAL","Manufacturing","F&B","2025-01-20","","DECLINE","JMO","","","","","","","","2025-01-01","","","","","","","","","fa3b23d1-0f45-404b-8649-fa9170ca0c76",""
"2025-01-20","IBEL PA/BX System","","1","Megaworld","Electrification","PABGM","Buildings","CONSTRUCTION","2025-01-17","2025-01-29","DECLINE","CBD","MMR","AVR","Submitted","2025-02-14","15","14857164.65","","","","","","","","","","Jan20: waiting for PDX quotation","46018286-a6d3-45d0-bfbd-a890776b9e04",""
"2025-01-20","Pilmico Tarlac Feedmill 2 Automation","","","Pilmico","Automation","PLC / SCADA","Manufacturing","OTHERS","2025-01-09","","GO","RTR","RJR","","","","","","","","","","","","","","","For Site Inspection on Jan 22","d6b478a9-3c02-4cd7-bb77-a2d1cb5d3c1b",""
"2025-01-20","MRT7 Station 12 O&M ACS","CMRP25010015","4","Monocrete","Electrification","ACS","Buildings","CONSTRUCTION","","","GO","CBD","ASB","ASB","Submitted","2025-07-02","27","7142857.14","Inactive","","","","","","","","","waiting for IOT offer","26a81fc9-947e-4fb8-8975-42c5d0805ebf",""
"2025-01-21","Supply & Deliver 63kWp Solar Hybrid System for Napsan Villas","CMRP24110507","","WHITEPORT, Inc.","Electrification","SOLAR","Power","CONSTRUCTION","2025-01-21","2025-02-11","DECLINE","","","","","","","","","","","","5-New Account, No Champion","5 -Need External Resource","2 -Non Core for Subcon","5 -Budgetary","10 -Complete","NO Subcon for Installation","2c7eb8b2-499d-4ba8-95bc-4f2635015ed2",""
"2025-01-21","DMCI Metrobank Head Office BMS & Aux","","","DMCI","Automation","BMS","Buildings","CONSTRUCTION","2025-01-17","2025-02-07","DECLINE","CBD","","","","","","","","","","","","","","","","For site presentation For Info gathering -ask for extension -DMCI leverage Siemens in BMS c/o Sir Rojel -competitor: IATech using ABB","c8f31270-a700-4130-b84c-733816ce5941",""
"2025-01-21","URC Bagumbayan_S&I Power Meters & Wiring Components (PR 1200014060)","CMRP25010018","0","URC-BCFG","Electrification","EE & AUX","Manufacturing","F&B","2025-01-21","2025-01-28","GO","JMO","MMR","MMR","Submitted","2025-01-24","15","451799.99","LOST","2025-01-01","Commercial Offer Optimization","Overstimation of costs, Rushed preparation resulting in low-quality proposals.","10-Existing","10 -Existing Solution","10 -Focus Business","7 -Urgent","5 -Limited","wiining Bid 200k+ only","a714a9ae-03aa-4e72-acf4-a334c058503b",""
"2025-04-03","MC Engineer Supply of Wago Connectors","CMRP25040160","0","M.C Engineering Inc.","Electrification","ELECTRICAL","Buildings","OTHERS","2025-04-03","2025-04-03","GO","NSG","NSG","NSG","Submitted","2025-04-03","37","53753.07","OP100","2025-04-01","","","5-New Account, No Champion","10 -Existing Solution","10 -Focus Business","10 -Reasonable Time","10 -Complete","Ready stock - Netpacific","5a8749bc-e942-44b8-9bbd-f7b046eae4ea",""
"2025-01-22","Magnolia Supply of Level Floatswitch","","","Magnolia, Inc.","Digitalization","INSTRUMENTATION","Manufacturing","F&B","2025-01-22","","DECLINE","NSG","NSG","NSG","","","","","","","","","8-With Account Champion","3 -No Previous Experience","5 -Peripheral Scope","5 -Budgetary","2 -No Data","","2d18e462-c7f5-484a-ba2a-8337385aab48",""
"2025-01-22","URC Passi PR#1000124112 - Electrode","","","URC SURE","Automation","INSTRUMENTATION","Manufacturing","F&B","2025-01-22","","DECLINE","NSG","NSG","NSG","","","","","","","","","2-Existing account with No Orders","3 -No Previous Experience","5 -Peripheral Scope","5 -Budgetary","2 -No Data","","8c54e391-5b99-48a5-9e27-60caafa67781",""
"2025-04-23","MRT7 Station 9 VO (Works)","CMRP","","Archipelago Builders Corporation","Electrification","ELECTRICAL","Buildings","CONSTRUCTION","","","GO","CBD","JEB","SE","Submitted","","","232142.86","OP100","2025-04-01","","","","","","","","","7683af15-d730-4a1e-bb01-2fcde4ffb6ba",""
"2025-01-22","Knoll BMS","","","Knoll JB Packaging Corporation","Automation","BMS","Manufacturing","MANUFACTURING","2025-01-22","","GO","RTR","EIS","EIS","Submitted","","","","","","","","5-New Account, No Champion","10 -Existing Solution","10 -Core Business","5 -Budgetary","10 -Complete","","29a16c50-178d-4e58-b5c4-1abec48b580a",""
"2025-01-23","Repair/Programming Siemens HMI LCD @ Water Treatment Plant (PR#1000126500)","CMRP25010027","0","URC SURE Ursumco","Automation","PLC / SCADA","Manufacturing","MANUFACTURING","2025-01-23","2025-01-30","GO","JMO","VIB","VIB","Submitted","2025-01-27","38","399822.38","LOST","2025-01-01","Competitive Landscape","Competitor is gencon/prev contractor//fabricator/core skilled","10-Existing","10 -Existing Solution","8 -Strategic Business","5 -Budgetary","5 -Limited","Lost to Cebu-based Metrologic (143k Only)","5e17a079-ccc5-48b7-b08a-f566606252d9",""
"2025-01-23","IBEL AVR","CMRP24100457","3","Megaworld","Electrification","ELECTRICAL","Buildings","CONSTRUCTION","2025-01-23","2025-01-28","GO","CBD","MMR","","Submitted","2025-01-27","","886000.72","Inactive","","","","","","","","","Awarded to winning Genset supplier (package)","c543fab9-e0ce-4d99-ab21-1b48951c84a8",""
"2025-04-23","MRT7 Station 9 VO (CAD)","CMRP","","Archipelago Builders Corporation","Electrification","ELECTRICAL","Buildings","CONSTRUCTION","","","GO","CBD","JEB","SE","Submitted","","","80357.14","OP100","2025-04-01","","","","","","","","","f46ed7ff-9069-414c-a921-5447efb81292",""
"2025-05-05","SCII Supply of MPS and Battery","CMRP25030129","2","SCII","Electrification","FDAS","Manufacturing","CEMENT","2025-04-23","2025-04-23","GO","NSG","NSG","NSG","Submitted","2025-05-05","29","30008.65","OP100","2025-04-01","","","10-Existing","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","SCII_7300002902","fe50d530-d5f7-4d1e-ad79-8be2b572979b",""
"2025-01-23","NGC EE & Aux (Works)","CMRP25010024","9","Megaworld","Electrification","EE & AUX","Buildings","CONSTRUCTION","2025-01-23","2025-02-14","GO","CBD","CBG","CBG","Submitted","2025-05-15","21","8469643.13","OP30","","","","","","","","","June or Q3 target awarding","154bee1e-d448-4921-b4b3-bb5523b1bb5e",""
"2025-01-23","WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer","CMRP25010008","1","WHITEPORT, Inc.","Electrification","ELECTRICAL","Buildings","CONSTRUCTION","2025-01-07","2025-01-24","GO","NSG","NSG","SubCon","Submitted","2025-01-24","19","170113926.89","OP30","","","","2-Existing account with No Orders","5 -Need External Resource","7 -Core + Peripheral","7 -Urgent","10 -Complete","","5d419f5a-fe17-44fc-a139-3403e13d9d83",""
"2025-01-23","WPI Supply and Delivery of Panel Boards for QC Congress Secretarial Project","CMRP25010021","1","WHITEPORT, Inc.","Electrification","ELECTRICAL","Buildings","CONSTRUCTION","2025-01-23","2025-01-24","GO","NSG","NSG","NSG","Submitted","2025-01-24","25","71745.52","OP30","","","","5-New Account, No Champion","8 -Need to Customize","8 -Strategic Business","5 -Budgetary","5 -Limited","","35bc1f98-d01d-47d4-8247-8bfdaa49eb6b",""
"2025-01-24","SMYPC CGP Field Wiring & Siemens Control Hardware","","0","San Miguel Yamamura Packaging Corporation","Automation","PLC / SCADA","Manufacturing","MANUFACTURING","2025-01-24","2025-01-30","GO","RTR","AVR","MMR","Submitted","","","","","","","","10-Existing","10 -Existing Solution","8 -Strategic Business","7 -Urgent","10 -Complete","","b27404b6-32e5-4845-81da-57af80c31b65",""
"2025-01-24","FBI Servequest Office Project CCTV","CMRP25010022","0","Forthright Builders Inc.","Electrification","EE & AUX","Buildings","OTHERS","2025-01-24","","GO","LOS","CBG","Partner","Submitted","2025-02-13","25","1187333.06","OP30","","","","5-New Account, No Champion","10 -Existing Solution","10 -Core Business","7 -Urgent","5 -Limited","Need site survey ASAP","892dca1f-0463-4cc7-8564-4ad28c18c71e",""
"2025-01-24","ADI Supply of BMS Spare Parts","CRMP25010017","1","Analog Devices, Inc.","Automation","BMS","Manufacturing","SEMICON","2025-01-23","2025-01-24","GO","NSG","NSG","DS","Submitted","2025-01-24","25","205536.54","OP90","","","","10-Strategic","10 -Existing Solution","10 -Core Business","10 -Reasonable Time","10 -Complete","","76836761-6409-4d39-8d6f-e3943e9b000b",""
"2025-01-24","Difsys Supply of Patch Cords","CRMP25010023","0","Digitally Intelligent Facility Systems, Inc.","Automation","IT","Manufacturing","OTHERS","2025-01-24","2025-01-24","GO","NSG","NSG","NSG","Submitted","2025-01-24","20","59164.06","OP30","","","","10-Existing","10 -Existing Solution","8 -Strategic Business","10 -Reasonable Time","10 -Complete","From Netpacific Stock","b15d88cf-0872-4567-a922-89531e4890d3",""
"2025-01-24","Velaris Tower 2 FDAS","","","RLB","Electrification","FDAS","Buildings","CONSTRUCTION","2025-01-24","2025-01-29","DECLINE","CBD","","","","","","","","","","","","","","","","","c47f10fd-8f90-443d-ab5e-14494f4f2c27",""
