2024-11-21,NGC Main Street CCTV,CMRP24120519,1,Megaworld,Electrification,CCTV,Manufacturing,MANUFACTURING,2024-11-21,2025-03-26,GO,CBD,AVR,AVR,Submitted,2025-01-17,30,5338507.60,LOST,2025-05-01,,,,,,,,Awarded to Mighty Lynx,49ccb4b2-b6a3-4c67-9a8f-cc547d02a761,,1
2024-11-28,Pam 2 New Pampanga Warehouse CCTV requirements,CMRP24120535,0,URC BCFG,Electrification,CCTV,Manufacturing,F&B,2025-01-14,2025-01-21,GO,JMO,RJR,AVR,Submitted,2025-02-21,20,3916082.48,OP30,,,,10-Existing,5 -Need External Resource,8 -Strategic Business,5 -Budgetary,10 -Complete,Under Tech'l & Comm;l Evaluation pending Bldg Exten'n completion,fb445875-4322-498e-96cc-e5224ea953c0,,1
2025-01-03,"Pam 1 Jaguar Plant PM of MVSG, Transformer  & Accessories",CMRP25010014,0,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-01-03,,GO,JMO,JMO,SubCon,Submitted,2025-01-21,17,1249775.15,LOST,2025-04-01,,,10-Existing,5 -Need External Resource,5 -Peripheral Scope,5 -Budgetary,5 -Limited,Lost Bid to Tan Delta,20ab600e-538c-405f-a516-c16213ef4572,,1
2025-01-06,URC SURE Supply of Vibration Transmitter,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-02,2025-01-09,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,5bd8b09d-14cd-4c20-861c-565c84c71ea7,,1
2025-01-06,URC SURE Supply of Smart Positioner,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-02,2025-01-09,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,0f6bccf9-115c-47e8-a841-4bb8e97d3706,,1
2025-01-06,Additional Scope for NCC FDAS - Option 1,CMRP25010004,0,​Northern Cement ​Corporation,Electrification,FDAS,Manufacturing,CEMENT,2025-01-03,2025-01-09,GO,LOS,NSG,SubCon,Submitted,2025-01-09,35,,,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,For Subcon - Difsys,eb31d7d4-b695-4a53-8c32-1ca133a26822,,1
2025-01-06,Warehouse Freezer Additional Temp,CMRP24120528,1,ST Microelectronics,Automation,PLC / SCADA,Manufacturing,SEMICON,,,GO,CBD,RJR,DS,Submitted,2025-01-06,25,179670.21,Inactive,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"Apr07:
- Rayzen updated BOM last Apr 4, for revision
Apr24:
-Final bom from Rayzen, to submit Apr25",a01a7e40-d245-4921-879b-d0fd5574462e,,1
2025-01-07,URC SURE Supply of Tachometer,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-06,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,9273ce0c-dc10-40f1-9a07-8af9be3b1746,,1
2025-01-07,URC La Carlota Repair of 2 Units Soft Starter,,,URC SURE,Electrification,ELECTRICAL,Manufacturing,F&B,2025-01-07,,DECLINE,NSG,,,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,10 -Complete,,8d1b1412-1be3-4e7b-9ec7-a37444b121f9,,1
2025-01-07,Petron Pandacan Manual Filling B PLC and HMI Upgrade,CMRP25010001,0,Petron,Automation,PLC / SCADA,Power,OIL & GAS,2025-01-07,2025-01-07,GO,RTR,VIB,SubCon,Submitted,2025-01-07,15,491071.09,OP60,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,For Subcon DotX,0d3ad79b-efa0-4a0e-953d-67b90eb60030,,1
2025-01-08,URC Pamp 2 Boiler Support,CMRP25020062,0,URC BCFG,Digitalization,PLC / SCADA,Manufacturing,F&B,2025-02-21,,GO,JMO,RJR,DS,For Revision,2025-02-25,,113770.45,Inactive,2025-01-01,,,10-Existing,10 -Existing Solution,10 -Core Business,7 -Urgent,10 -Complete,Completed 21-Feb; Justified 400k Instead,e87fdd47-ace8-44ec-9f06-0dfb812464c8,,1
2025-03-04,Riviera Replacement of VFD Sumitomo,CMRP25030090,0,"Riviera Golf Club, Inc.",Electrification,ELECTRICAL,Buildings,OTHERS,2025-03-04,,GO,NSG,NSG,SubCon,Submitted,2025-03-04,5,112857.14,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,,e34199ef-5d54-4e40-a15e-19097ec63ffc,,1
2025-01-09,MRT7 Station 12 ACS,CMRP25010003,8,Monocrete Inc.,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-08,2025-01-15,GO,CBD,ASB,ASB,Submitted,2025-05-31,27,10364540.57,Inactive,,,,10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,10 -Complete,"ACS only; to remove wires, conduits, hangers, and support",d7901da5-aea8-46d4-aabc-3fc72fc82801,,1
2025-01-09,MRT7 Station 12 Depot ACS,CMRP25010010,4,Monocrete Inc.,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-08,2025-01-15,GO,CBD,ASB,ASB,Submitted,2025-05-31,27,5905617.34,Inactive,,,,10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,10 -Complete,"ACS only; to remove wires, conduits, hangers, and support",621425e9-298f-46ce-b8ca-7193a7396934,,1
2025-01-10,Installation of 2 sets Lightning Arrester_PR#1200014782,,,URC SURE,Electrification,CCTV,Manufacturing,F&B,2025-01-10,2025-01-17,DECLINE,JMO,,,,,,,,2025-01-01,,,10-Existing,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,323ac123-a6d8-46cc-adaa-0bc25cede905,,1
2025-01-10,S&I Auxiliary Works (FDAS & Tel) @ Mandaluyong Legislative Works,CMRP25010031,0,"WHITEPORT, Inc.",Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-10,2025-02-07,DECLINE,JMO,CBG,CBG,,,,,,2025-01-01,,,"5-New Account, No Champion",10 -Existing Solution,2 -Non Core for Subcon,10 -Reasonable Time,10 -Complete,Apr 10: -ACS to input QTN from -PABGM - no quote,73784060-976b-43ad-bf26-baf6a83b99fa,,1
2025-03-10,BBP Preventive Maintenance - TEC,CMRP25030103,0,BBP,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-03-10,2025-03-10,GO,NSG,NSG,SE,Submitted,2025-03-10,40,37989.55,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,PO 18313,ec731bd4-bbc5-4d29-8614-a80ca4adb4e4,,1
2025-01-13,URC SURE PR#100012098 - Current Transducer,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-10,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,3e878ca8-e6ba-4cd3-8e86-02a5a37bbab3,,1
2025-01-13,URC SURE PR#1000115647 - Solenoid Valve,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-13,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,2 -Non Core for Subcon,5 -Budgetary,2 -No Data,,ba8b4610-2aec-4d02-a4b6-607d08248a5f,,1
2025-01-13,ADI B1 Existing BMS Migration and Integration,CMRP25010005,2,"Analog Devices, Inc.",Automation,BMS,Manufacturing,SEMICON,2025-01-08,,GO,LOS,RJR,RJR,Submitted,2025-02-17,27,435131.28,OP90,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,5 -Limited,"Waiting for Client's IO List
Jan13:
- CMRP has 1 spare of PLC, but no IO Modules
- if not sufficient, request from partners/supplier for service units
- Mtech, Iaworx, Difsys
Mar31:
- ADI focuses on Bldg 3",e0508715-ea62-408e-b4e2-c924595fd0e9,,1
2025-01-13,Intellismart Manila Water PLC and Instrumentation,CMRP25010007,1,Intellismart,Automation,PLC / SCADA,Buildings,CONSTRUCTION,2025-01-10,,GO,RTR,RJR,VIB,Submitted,2025-03-13,22,1280230.34,OP60,,,,2-Existing account with No Orders,10 -Existing Solution,7 -Core + Peripheral,5 -Budgetary,5 -Limited,,6719fc34-48dc-4446-9bf8-bd2e385fe594,,1
2025-01-14,Steelworld Digital Modules/PLC Troubleshooting,,,Steelworld Manufacturing Corporation,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-14,,DECLINE,RTR,VIB,SubCon,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,8 -Strategic Business,5 -Budgetary,5 -Limited,"For Subcon to DotX,waiting for client to send password of machines, dotx offered upgrade",44ab6415-079e-4366-a096-1ab3f1aa36b0,,1
2025-01-14,Room Temp Monitoring,,,Grand Apex Construction Inc.,Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-14,,DECLINE,CBD,VIB,,,,,,,,,,,,,,,"VIB Feb03: Yek Yeu M. Andaya, no reply to inquiry through viber and email.
Feb10: to ask support from NSG to followup",eecd2869-a60d-430e-b0b1-1ac2e75b1433,,1
2025-01-15,Crimson Clark Chiller Management System,CMRP25010013,0,Applied Thermal Technology Solution Corporation,Automation,PLC / SCADA,Buildings,CONSTRUCTION,2025-01-15,2025-01-21,GO,CBD,RJR,RJR,Submitted,2025-01-21,,3118352.39,OP30,,,,,,,,,"Budgetary
Jan20:
- Offer Siemens Building",100f7325-1eb4-4ff5-baac-f46c3353dc67,,1
2025-01-16,Whiteport Supply of Panel Boards & ECBs for FTS (Binondo) Project,CMRP24120523,1,"Whiteport, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-16,,GO,NSG,NSG,SubCon,Submitted,2025-01-16,25,1076855.05,OP30,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,e99dbabb-fc86-4a09-9b34-ad9dc4f3e747,,1
2025-01-17,Difsys Supply of UTP Lan Cable,CMRP25010011,0,"Digitally Intelligent Facility Systems, Inc.",Automation,IT,Manufacturing,OTHERS,2025-01-13,2025-01-20,GO,NSG,NSG,SubCon,Submitted,2025-01-20,25,25378.89,OP30,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,aaa9d0f5-fb19-44d6-82a2-b46479528506,,1
2025-01-17,MRT7 Station 9 VO (additional devices),CMRP25010009,0,Archipelago Builders Corporation,Electrification,ACS,Buildings,CONSTRUCTION,2025-01-17,2025-01-20,GO,CBD,NSG,SE,Submitted,2025-01-21,19,1005600.47,OP60,,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,Ongoing discussion w/ Management,79432224-96f8-45c7-973c-5fe31852e7d7,,1
2025-01-17,FCF Minerals Supply of Siemens MCCB,,,FCF Minerals Corporation,Automation,PLC / SCADA,Manufacturing,UTILITIES,2025-01-16,,DECLINE,NSG,NSG,NSG,,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,"01/20/2025: For Client Approval, submitted clarification 
01/23/2025: Not Responsive | Declined Supply Opps",5101a016-ef6d-4563-a7f7-70b13f16fbc4,,1
2025-01-18,UEO1 Walkthrough Metal Detectors,CMRP25010019,0,Megaworld,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-01-17,2025-01-21,GO,CBD,RJR,CBG,Submitted,,19,404933.04,LOST,2025-02-01,Commercial Offer Optimization,Overstimation of costs,,,,,,"Jan20:
-waiting for PDX quotation",cded052d-5711-4d55-820d-fa96ad4bfa1e,,1
2025-01-18,LA CARLOTA Distillation FDAS PM & Gas Detector & Alarm Inst'n PR No. 1200007856,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,2025-01-18,2025-01-25,DECLINE,JMO,,,,,,,,2025-01-01,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,bba8d450-8840-4e78-8ab4-910744636fde,,1
2025-01-18,LA CARLOTA Distillery Rehabilitation & Centralization of 7-Zones FDAS,CMRP,,URC SURE,Electrification,FDAS,Manufacturing,MANUFACTURING,2025-01-18,2025-01-25,DECLINE,JMO,,,,,,,,2025-01-01,,,2-Existing account with No Orders,5 -Need External Resource,2 -Non Core for Subcon,7 -Urgent,5 -Limited,,7edee5f4-ed01-4fb1-84c6-3782e0b5d13e,,1
2025-01-18,Project Pylon Auxiliary,,,Wiz Winner Inc. /Monde,Electrification,EE & AUX,Manufacturing,MANUFACTURING,2025-01-18,2025-01-29,DECLINE,LOS,MMR,MMR,,,,,,,,,,,,,,,1472452e-71f5-4e14-bf68-ec766b8d06df,,1
2025-01-20,"NCC ECC Design, Supply, Installation and Commissioning of FDAS and Fire Suppression using Water
Deluge System in Substation 1 and 2: 6 x 25 MVA Power Transformer.",CMRP25,,NCC,Electrification,FDAS,Manufacturing,CEMENT,2025-01-16,,PENDING,LOS,CBG,SubCon,Submitted,,,,,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,a72f4f9c-0461-4451-b908-825867677c0d,,1
2025-03-31,NCC Supply of Link Box and Profibus DP Connector,CMRP25030128,2,NCC,Electrification,ELECTRICAL,Manufacturing,CEMENT,2025-03-26,2025-03-26,GO,NSG,RJR,NSG,Submitted,2025-04-02,18,1761077.25,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,,f896195b-eb4e-4ebe-9f8d-9eb3649aee3b,,1
2025-01-20,"NCC ECC Design, Supply, Install & Commission FDAS in Substation 1 & 2 Switchgear
Room",,,NCC,Electrification,FDAS,Manufacturing,CEMENT,2025-01-16,,GO,LOS,CBG,SubCon,Submitted,2025-03-18,18,2676886.68,OP30,,,,,,,,,Hyblaze to subcon fire suppression; Difsys for FDAS - for follow up c/o Ian,a23fb78e-ad34-4893-a803-6fd41b8ff943,,1
2025-01-20,URC Cal Rewinding of 3 Induction Motors  PR 1000123808,CMRP,,URC BCFG,Electrification,ELECTRICAL,Manufacturing,F&B,2025-01-20,,DECLINE,JMO,,,,,,,,2025-01-01,,,,,,,,,f0ecb7ff-27fe-4b60-83fa-f4d93c1f6945,,1
2025-01-20,IBEL PA/BX System,,1,Megaworld,Electrification,PABGM,Buildings,CONSTRUCTION,2025-01-17,2025-01-29,DECLINE,CBD,MMR,AVR,Submitted,2025-02-14,15,14857164.65,,,,,,,,,,"Jan20:
waiting for PDX quotation",cf6f33bd-29c0-4d36-beb7-a855fd571767,,1
2025-01-20,Pilmico Tarlac Feedmill 2 Automation,,,Pilmico,Automation,PLC / SCADA,Manufacturing,OTHERS,2025-01-09,,GO,RTR,RJR,,,,,,,,,,,,,,,For Site Inspection on Jan 22,c70c1a0a-998d-408e-8027-8968bd1c71c7,,1
2025-01-20,MRT7 Station 12 O&M ACS,CMRP25010015,4,Monocrete,Electrification,ACS,Buildings,CONSTRUCTION,,,GO,CBD,ASB,ASB,Submitted,2025-07-02,27,7142857.14,Inactive,,,,,,,,,waiting for IOT offer,94b05fc2-ab67-4a3d-806f-4450deed224f,,1
2025-01-21,Supply & Deliver 63kWp Solar Hybrid System for Napsan Villas,CMRP24110507,,"WHITEPORT, Inc.",Electrification,SOLAR,Power,CONSTRUCTION,2025-01-21,2025-02-11,DECLINE,,,,,,,,,,,,"5-New Account, No Champion",5 -Need External Resource,2 -Non Core for Subcon,5 -Budgetary,10 -Complete,NO Subcon for Installation,9e1946ea-a461-4788-81dd-8ebfb8f4f90f,,1
2025-01-21,DMCI Metrobank Head Office BMS & Aux,,,DMCI,Automation,BMS,Buildings,CONSTRUCTION,2025-01-17,2025-02-07,DECLINE,CBD,,,,,,,,,,,,,,,,"For site presentation
For Info gathering
-ask for extension
-DMCI leverage Siemens in BMS c/o Sir Rojel
-competitor: IATech using ABB",d5ccbd73-a0c2-4164-9926-2a5f200dc60d,,1
2025-01-21,URC Bagumbayan_S&I Power Meters & Wiring Components (PR 1200014060),CMRP25010018,0,URC-BCFG,Electrification,EE & AUX,Manufacturing,F&B,2025-01-21,2025-01-28,GO,JMO,MMR,MMR,Submitted,2025-01-24,15,451799.99,LOST,2025-01-01,Commercial Offer Optimization,"Overstimation of costs, Rushed preparation resulting in low-quality proposals.",10-Existing,10 -Existing Solution,10 -Focus Business,7 -Urgent,5 -Limited,wiining Bid 200k+ only,561ed960-602b-4b90-b0d5-c59b47009535,,1
2025-04-03,MC Engineer Supply of Wago Connectors,CMRP25040160,0,M.C Engineering Inc.,Electrification,ELECTRICAL,Buildings,OTHERS,2025-04-03,2025-04-03,GO,NSG,NSG,NSG,Submitted,2025-04-03,37,53753.07,OP100,2025-04-01,,,"5-New Account, No Champion",10 -Existing Solution,10 -Focus Business,10 -Reasonable Time,10 -Complete,Ready stock - Netpacific,f273db1e-8e17-4e5b-abe1-59023230f118,,1
2025-01-22,Magnolia Supply of Level Floatswitch,,,"Magnolia, Inc.",Digitalization,INSTRUMENTATION,Manufacturing,F&B,2025-01-22,,DECLINE,NSG,NSG,NSG,,,,,,,,,8-With Account Champion,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,6162608d-6955-4a8e-be33-eb6c38a6cb4e,,1
2025-01-22,URC Passi PR#1000124112 - Electrode,,,URC SURE,Automation,INSTRUMENTATION,Manufacturing,F&B,2025-01-22,,DECLINE,NSG,NSG,NSG,,,,,,,,,2-Existing account with No Orders,3 -No Previous Experience,5 -Peripheral Scope,5 -Budgetary,2 -No Data,,ad4cd6ec-4ce2-4d33-ad06-28971d0737d9,,1
2025-04-23,MRT7 Station 9 VO (Works),CMRP,,Archipelago Builders Corporation,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,,,GO,CBD,JEB,SE,Submitted,,,232142.86,OP100,2025-04-01,,,,,,,,,4653d4c1-b45e-4b90-b1a1-b01619a0adae,,1
2025-01-22,Knoll BMS,,,Knoll JB Packaging Corporation,Automation,BMS,Manufacturing,MANUFACTURING,2025-01-22,,GO,RTR,EIS,EIS,Submitted,,,,,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,5 -Budgetary,10 -Complete,,d31eefb3-a734-436d-ba8b-dc553bf726f8,,1
2025-01-23,Repair/Programming Siemens HMI LCD @ Water Treatment Plant (PR#1000126500),CMRP25010027,0,URC SURE Ursumco,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-23,2025-01-30,GO,JMO,VIB,VIB,Submitted,2025-01-27,38,399822.38,LOST,2025-01-01,Competitive Landscape,Competitor is gencon/prev contractor//fabricator/core skilled,10-Existing,10 -Existing Solution,8 -Strategic Business,5 -Budgetary,5 -Limited,Lost to Cebu-based Metrologic (143k Only),0ddec0e0-0d54-40ff-b5d3-aea7f6d89dbd,,1
2025-01-23,IBEL AVR,CMRP24100457,3,Megaworld,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-23,2025-01-28,GO,CBD,MMR,,Submitted,2025-01-27,,886000.72,Inactive,,,,,,,,,Awarded to winning Genset supplier (package),3f74c036-9587-4b3d-819b-c86f3c2df292,,1
2025-04-23,MRT7 Station 9 VO (CAD),CMRP,,Archipelago Builders Corporation,Electrification,ELECTRICAL,Buildings,CONSTRUCTION,,,GO,CBD,JEB,SE,Submitted,,,80357.14,OP100,2025-04-01,,,,,,,,,7707fc8f-f286-4cc0-b469-1545f0819364,,1
2025-05-05,SCII Supply of MPS and Battery,CMRP25030129,2,SCII,Electrification,FDAS,Manufacturing,CEMENT,2025-04-23,2025-04-23,GO,NSG,NSG,NSG,Submitted,2025-05-05,29,30008.65,OP100,2025-04-01,,,10-Existing,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,SCII_7300002902,8306d1fa-1e94-4ee4-9c44-d1fc21a26a34,,1
2025-01-23,NGC EE & Aux (Works),CMRP25010024,9,Megaworld,Electrification,EE & AUX,Buildings,CONSTRUCTION,2025-01-23,2025-02-14,GO,CBD,CBG,CBG,Submitted,2025-05-15,21,8469643.13,OP30,,,,,,,,,June or Q3 target awarding,c9a45587-3c22-408d-8170-fdca9c942b14,,1
2025-01-23,WPI NGBP Supply & Deliver 7-Switchgear & 37-Transformer,CMRP25010008,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-07,2025-01-24,GO,NSG,NSG,SubCon,Submitted,2025-01-24,19,170113926.89,OP30,,,,2-Existing account with No Orders,5 -Need External Resource,7 -Core + Peripheral,7 -Urgent,10 -Complete,,955c7502-e6e7-4453-8f1b-ac93f42035b1,,1
2025-01-23,WPI Supply and Delivery of Panel Boards for QC Congress Secretarial Project,CMRP25010021,1,"WHITEPORT, Inc.",Electrification,ELECTRICAL,Buildings,CONSTRUCTION,2025-01-23,2025-01-24,GO,NSG,NSG,NSG,Submitted,2025-01-24,25,71745.52,OP30,,,,"5-New Account, No Champion",8 -Need to Customize,8 -Strategic Business,5 -Budgetary,5 -Limited,,1ac2ec04-7c9a-4bba-a3cc-d2566fa5d823,,1
2025-01-24,SMYPC CGP Field Wiring & Siemens Control Hardware,,0,San Miguel Yamamura Packaging Corporation,Automation,PLC / SCADA,Manufacturing,MANUFACTURING,2025-01-24,2025-01-30,GO,RTR,AVR,MMR,Submitted,,,,,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,7 -Urgent,10 -Complete,,011c88a6-5757-4840-8306-588e5d255fa5,,1
2025-01-24,FBI Servequest Office Project CCTV,CMRP25010022,0,Forthright Builders Inc.,Electrification,EE & AUX,Buildings,OTHERS,2025-01-24,,GO,LOS,CBG,Partner,Submitted,2025-02-13,25,1187333.06,OP30,,,,"5-New Account, No Champion",10 -Existing Solution,10 -Core Business,7 -Urgent,5 -Limited,Need site survey ASAP,a84eacdb-e42c-4143-bd77-659b2559e9fc,,1
2025-01-24,ADI Supply of BMS Spare Parts,CRMP25010017,1,"Analog Devices, Inc.",Automation,BMS,Manufacturing,SEMICON,2025-01-23,2025-01-24,GO,NSG,NSG,DS,Submitted,2025-01-24,25,205536.54,OP90,,,,10-Strategic,10 -Existing Solution,10 -Core Business,10 -Reasonable Time,10 -Complete,,55746617-56ec-496d-bc60-28ae3d7ecfee,,1
2025-01-24,Difsys Supply of Patch Cords,CRMP25010023,0,"Digitally Intelligent Facility Systems, Inc.",Automation,IT,Manufacturing,OTHERS,2025-01-24,2025-01-24,GO,NSG,NSG,NSG,Submitted,2025-01-24,20,59164.06,OP30,,,,10-Existing,10 -Existing Solution,8 -Strategic Business,10 -Reasonable Time,10 -Complete,From Netpacific Stock,e1fbfbea-eaf1-4ed9-b18e-747345483d04,,1
2025-01-24,Velaris Tower 2 FDAS,,,RLB,Electrification,FDAS,Buildings,CONSTRUCTION,2025-01-24,2025-01-29,DECLINE,CBD,,,,,,,,,,,,,,,,,66d6db11-aafd-4d44-a51f-d23f9da39032,,1
